,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Is there a course with this certification?,Category,Activity,Support Group,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Certification Fee,Conference Fee,Course Fee,Vendor Charge
2332,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA,,,New,CompTIA Security+,No,Cert exam,(SECR) Security+,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,,386.0,0,0.0,0
2333,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA,,,New,CompTIA Security+,No,Cert exam,(SECR) Security+,TAS TDSADC Infrastructure Approval Group,Career growth,,1.5,No,203.0,0,0.0,0
2334,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Comptia Security+,,,New,Comptia Security+,No,Cert exam,(SECR) Security+,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.5,No,397.0,0,0.0,0
2335,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Comptia,,,New,Linux Plus,Yes,Cert exam,(SECR) CompTIA Linux+,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.5,,194.0,0,0.0,0
2336,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Pearson Vue,,,New,Linux+,No,Cert exam,(SECR) CompTIA Linux+,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,194.0,0,0.0,0
2337,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA,,,New,Linux+ Exam 2,No,Cert exam,(SECR) CompTIA Linux+,TAS TDSADC Infrastructure Approval Group,Current project/role,,3.0,No,174.6,0,0.0,0
2338,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Pearson VUE,,,New,ITIL Foundation,No,Cert exam,ITIL,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.0,No,223.0,0,0.0,0
2339,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Microsoft,,,New,70-411,Yes,Cert exam,Microsoft,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,265.0,0,0.0,0
2340,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Microsoft,,,New,MCSA,Yes,Cert exam,Microsoft,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,225.0,0,0.0,0
2341,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Mindhub,,,New,MCSA,Yes,Cert exam,Microsoft,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.0,No,0.0,0,230.0,0
2342,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Pearson VUE,,,New,Microsoft MCSA,No,Cert exam,Microsoft,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,225.0,0,0.0,0
2343,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,BMC,,,New,"BMC Accredited Administrator: BMC Atrium CMDB 9.1: Consumers, Configuration Managers and Administrat",Yes,Cert prep,BMC Admin,TAS TDSADC Infrastructure Approval Group,Current project/role,,40.0,No,0.0,0,4125.0,0
2344,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Enterprise DB,,,New,EDB Postgres Advanced Server Associate,Yes,Cert prep,EDB Postgres Advanced Server Associate (DBA),TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,12.0,No,0.0,0,1800.0,0
2345,TAS,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,MindHub,,,New,MCSA,No,Cert exam,Microsoft,TAS TDSADC Infrastructure Approval Group,Other,,8.0,No,225.0,0,0.0,0
2346,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AW Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
2347,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,AWS,,,New,AWS Ceritfied Solutions Arcgitect - Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,2.0,No,150.0,0,0.0,0
2348,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,United States Postal Service,,,New,AWS Certified Developer - Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,150.0,0,0.0,0
2349,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Certified Developer - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,0.0,No,0.0,0,0.0,0
2350,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Developer Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,1.0,No,150.0,0,0.0,0
2351,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Amazon,,,New,AWS Certified Solutions Architect - Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,2.0,No,150.0,0,0.0,0
2352,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Amazon Web Services,,,New,AWS Certified Solutions Architect - Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,2.0,No,150.0,0,0.0,0
2353,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
2354,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Amazon Web Services,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.0,No,150.0,0,0.0,0
2355,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,BMC,,,,,,Infrastructure,BMC,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,0.0,0,225.0,0
2356,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Infrastructure Approval Group,Current project/role,,6.0,No,0.0,0,0.0,0
2357,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,7,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Infrastructure Approval Group,Current project/role,,6.0,No,0.0,0,0.0,0
2358,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,7,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Infrastructure Approval Group,Current project/role,,6.0,No,0.0,0,0.0,0
2359,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Infrastructure Approval Group,Current project/role,,6.0,No,0.0,0,0.0,0
2360,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Other,,0.0,No,0.0,0,58.0,0
2361,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,No hours,Pluralsight,,Other,,0.0,No,0.0,0,0.0,0
2362,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,58.0,0,0.0,0
2363,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Elastic,,,,,,Infrastructure,Core Elasticsearch: Operations,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,16.0,No,0.0,0,1600.0,0
2364,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,0.0,No,0.0,0,58.0,0
2365,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,0.0,No,0.0,0,58.0,0
2366,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Cloudera,,,,,,Analytics/Big Data,Hadoop,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,32.0,No,0.0,0,2235.0,0
2367,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate Level,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
2368,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Leadership,RISE,TAS TDSADC Infrastructure Approval Group,Career growth,,12.0,No,0.0,0,0.0,0
2369,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Columbia, MD",HortonWorks,,,,,,Analytics/Big Data,Hadoop,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,0.0,Yes,0.0,0,2800.0,0
2370,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate Level,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
2371,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,AWS,,,New,AWS Certified Solutions Architect-Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,2.0,No,150.0,0,0.0,0
2372,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Qlik,,,,,,Analytics/Big Data,Qlik,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,16.0,No,0.0,0,1400.0,0
2373,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Qlik,,,,,,Analytics/Big Data,Qlik,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,16.0,No,0.0,0,1400.0,0
2374,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Linux Academy,,,New,AWS Certified SysOps Administrator-Associate,No,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,2.0,No,150.0,0,0.0,0
2375,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,3.0,No,150.0,0,229.0,0
2376,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Amazon,,,New,AWS Solutions Architect Associate,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,6.0,No,150.0,0,225.0,0
2377,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.103,TDSADC Testing,Testing,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,New,,,No hours,Pluralsight,TAS TDSADC Testing Approval Group,Other,,0.0,No,0.0,0,0.0,0
2378,TAS,Philadelphia GS 2005 Market,01.01.207.008,TDL SAP,SAP,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Pluralsight - GLOBAL,,,,,,No hours,Pluralsight,TAS TDL SAP Approval Group,Other,,1.0,No,0.0,0,40.0,0
2379,TAS,Sacramento Corp 1415 L Street,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,PluralSight license,Yes,No hours,Pluralsight,TAS TC Oracle Approval Group,Other,,0.0,No,0.0,0,0.0,0
2380,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.003,TDL Analyst Apprentice,Analyst,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,,,,,New,PluralSight license,Yes,No hours,Pluralsight,TAS TDL Analyst Apprentice Approval Group,Other,,0.0,No,0.0,0,0.0,0
2381,MyLearning,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",,,,,,,I&D,Maximizing Performance: Developing High Performing Women,,,,24.0,No,0.0,0,1400.0,0
2382,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.009,TDL Infrastructure,Infrastructure,TDL,7,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,,"Orlando, Florida",Splunk,.conf 2016 - Splunk,,,,,Analytics/Big Data,Conf - Splunk conf2016 - Not on approved list,TAS TDL Infrastructure Approval Group,Other,5.0,48.0,Yes,0.0,1500,0.0,0
2383,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,No,No hours,Pluralsight,TAS TDSADC Custom Approval Group,Other,,0.0,No,0.0,0,0.0,0
2384,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Informatica,,,,,,Analytics/Big Data,Informatica,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,16.0,No,0.0,0,640.0,0
2385,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Informatica,,,,,,Infrastructure,Informatica,TAS TDSADC Infrastructure Approval Group,Upcoming project/role,,16.0,No,0.0,0,640.0,0
2386,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDL Emerging Technology Approval Group,Current project/role,,0.5,No,0.0,0,0.0,0
2387,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Dallas, Texas",,,,,,,Leadership,RISE,TAS TDSADC Infrastructure Approval Group,Accenture curriculum,,8.0,Yes,0.0,0,0.0,0
